New ,R,G,B,#1,R,G,B,#2,R,G,B,#3,R,G,B,#4,R,G,B,#5,R,G,B,#6,R,G,B,#7,R,G,B,#8,R,G,B,#9,R,G,B,#10,R,G,B
B1_G191,163.779448267763,163.366461920724,163.455111736848,B1_G191,163.8917842,163.4140369,163.3727069,B1_G191,163.8917842,163.4140369,163.3727069,B1_G191,163.8917842,163.4140369,163.3727069,B1_G191,163.8917842,163.4140369,163.3727069,B1_G191,163.8917842,163.4140369,163.3727069,B1_G191,163.4222863,163.6640487,163.1683949,B1_G191,163.4222863,163.6640487,163.1683949,B1_G191,163.4222863,163.6640487,163.1683949,B1_G191,163.4222863,163.6640487,163.1683949,B1_G191,163.4222863,163.6640487,163.1683949
B1_G127,108.138307023065,108.927330387696,108.397244738397,B1_G127,108.2571174,109.0148821,108.9813834,B1_G127,108.2571174,109.0148821,108.9813834,B1_G127,108.2571174,109.0148821,108.9813834,B1_G127,108.2571174,109.0148821,108.9813834,B1_G127,108.2571174,109.0148821,108.9813834,B1_G127,108.4722253,108.99301,108.8222738,B1_G127,108.4722253,108.99301,108.8222738,B1_G127,108.4722253,108.99301,108.8222738,B1_G127,108.4722253,108.99301,108.8222738,B1_G127,108.4722253,108.99301,108.8222738
B1_G95,81.0644630781926,81.6297259926244,80.9839712700683,B1_G95,81.07544109,81.95894033,82.08127623,B1_G95,81.07544109,81.95894033,82.08127623,B1_G95,81.07544109,81.95894033,82.08127623,B1_G95,81.07544109,81.95894033,82.08127623,B1_G95,81.07544109,81.95894033,82.08127623,B1_G95,81.51472244,82.0861723,81.85848322,B1_G95,81.51472244,82.0861723,81.85848322,B1_G95,81.51472244,82.0861723,81.85848322,B1_G95,81.51472244,82.0861723,81.85848322,B1_G95,81.51472244,82.0861723,81.85848322
B1_G63,53.3300676523936,53.5266100646175,53.7931436773631,B1_G63,53.97658884,53.97063986,53.70979807,B1_G63,53.97658884,53.97063986,53.70979807,B1_G63,53.97658884,53.97063986,53.70979807,B1_G63,53.97658884,53.97063986,53.70979807,B1_G63,53.97658884,53.97063986,53.70979807,B1_G63,53.80066562,54.29224729,54.01639698,B1_G63,53.80066562,54.29224729,54.01639698,B1_G63,53.80066562,54.29224729,54.01639698,B1_G63,53.80066562,54.29224729,54.01639698,B1_G63,53.80066562,54.29224729,54.01639698
B1_G47,40.4569415318128,40.3450774567421,40.211445794223,B1_G47,40.31424488,40.51190556,40.41375285,B1_G47,40.31424488,40.51190556,40.41375285,B1_G47,40.31424488,40.51190556,40.41375285,B1_G47,40.31424488,40.51190556,40.41375285,B1_G47,40.31424488,40.51190556,40.41375285,B1_G47,40.3772798,40.7219796,40.49019703,B1_G47,40.3772798,40.7219796,40.49019703,B1_G47,40.3772798,40.7219796,40.49019703,B1_G47,40.3772798,40.7219796,40.49019703,B1_G47,40.3772798,40.7219796,40.49019703
B1_G31,26.6697052227166,26.5922082425254,26.6668568080926,B1_G31,26.59896693,26.91507752,26.90185796,B1_G31,26.59896693,26.91507752,26.90185796,B1_G31,26.59896693,26.91507752,26.90185796,B1_G31,26.59896693,26.91507752,26.90185796,B1_G31,26.59896693,26.91507752,26.90185796,B1_G31,26.71190507,26.87972468,26.7365087,B1_G31,26.71190507,26.87972468,26.7365087,B1_G31,26.71190507,26.87972468,26.7365087,B1_G31,26.71190507,26.87972468,26.7365087,B1_G31,26.71190507,26.87972468,26.7365087
B1_G23,19.8685849406456,19.8619690939374,19.8752733662181,B1_G23,19.9925143,19.89281969,20.05562292,B1_G23,19.9925143,19.89281969,20.05562292,B1_G23,19.9925143,19.89281969,20.05562292,B1_G23,19.9925143,19.89281969,20.05562292,B1_G23,19.9925143,19.89281969,20.05562292,B1_G23,20.25494165,19.98575261,20.03282439,B1_G23,20.25494165,19.98575261,20.03282439,B1_G23,20.25494165,19.98575261,20.03282439,B1_G23,20.25494165,19.98575261,20.03282439,B1_G23,20.25494165,19.98575261,20.03282439
B1_G15,13.122433588998,12.9658447012824,13.0000337995942,B1_G15,13.25752336,12.9215672,13.08167296,B1_G15,13.25752336,12.9215672,13.08167296,B1_G15,13.25752336,12.9215672,13.08167296,B1_G15,13.25752336,12.9215672,13.08167296,B1_G15,13.25752336,12.9215672,13.08167296,B1_G15,13.22677105,12.99600296,13.02070978,B1_G15,13.22677105,12.99600296,13.02070978,B1_G15,13.22677105,12.99600296,13.02070978,B1_G15,13.22677105,12.99600296,13.02070978,B1_G15,13.22677105,12.99600296,13.02070978
B1_G7,6.02028769668569,6.33839544520715,6.22961083048001,B1_G7,6.273349497,6.371044741,6.201130127,B1_G7,6.273349497,6.371044741,6.201130127,B1_G7,6.273349497,6.371044741,6.201130127,B1_G7,6.273349497,6.371044741,6.201130127,B1_G7,6.273349497,6.371044741,6.201130127,B1_G7,6.203866423,6.355250021,6.142806677,B1_G7,6.203866423,6.355250021,6.142806677,B1_G7,6.203866423,6.355250021,6.142806677,B1_G7,6.203866423,6.355250021,6.142806677,B1_G7,6.203866423,6.355250021,6.142806677
B1_G3,2.81984393910061,2.5388282867652,2,B1_G3,2.934596788,2.526382269,2.024623547,B1_G3,2.934596788,2.526382269,2.024623547,B1_G3,2.934596788,2.526382269,2.024623547,B1_G3,2.934596788,2.526382269,2.024623547,B1_G3,2.934596788,2.526382269,2.024623547,B1_G3,2.799220895,2.551851565,2,B1_G3,2.799220895,2.551851565,2,B1_G3,2.799220895,2.551851565,2,B1_G3,2.799220895,2.551851565,2,B1_G3,2.799220895,2.551851565,2
B2_G255,201.032755597457,201.158528572309,201.626052596607,B2_G255,201.5153388,202.1361877,202.2241271,B2_G255,201.5153388,202.1361877,202.2241271,B2_G255,201.5153388,202.1361877,202.2241271,B2_G255,201.5153388,202.1361877,202.2241271,B2_G255,201.5153388,202.1361877,202.2241271,B2_G255,201.6276774,201.7543507,202.1174004,B2_G255,201.6276774,201.7543507,202.1174004,B2_G255,201.6276774,201.7543507,202.1174004,B2_G255,201.6276774,201.7543507,202.1174004,B2_G255,201.6276774,201.7543507,202.1174004
B2_G191,151.001177462903,151.448652003441,151.641117217126,B2_G191,151.3005624,151.7551857,151.4424097,B2_G191,151.3005624,151.7551857,151.4424097,B2_G191,151.3005624,151.7551857,151.4424097,B2_G191,151.3005624,151.7551857,151.4424097,B2_G191,151.3005624,151.7551857,151.4424097,B2_G191,151.2310296,151.1650685,151.4827822,B2_G191,151.2310296,151.1650685,151.4827822,B2_G191,151.2310296,151.1650685,151.4827822,B2_G191,151.2310296,151.1650685,151.4827822,B2_G191,151.2310296,151.1650685,151.4827822
B2_G127,100.339762667148,100.208105976216,100.265299563711,B2_G127,100.1263503,100.2439133,100.0484276,B2_G127,100.1263503,100.2439133,100.0484276,B2_G127,100.1263503,100.2439133,100.0484276,B2_G127,100.1263503,100.2439133,100.0484276,B2_G127,100.1263503,100.2439133,100.0484276,B2_G127,100.1993064,100.0193815,100.0667758,B2_G127,100.1993064,100.0193815,100.0667758,B2_G127,100.1993064,100.0193815,100.0667758,B2_G127,100.1993064,100.0193815,100.0667758,B2_G127,100.1993064,100.0193815,100.0667758
B2_G95,75.3516777397891,75.4979878993119,75.2557182854262,B2_G95,75.18697088,75.721154,75.69909385,B2_G95,75.18697088,75.721154,75.69909385,B2_G95,75.18697088,75.721154,75.69909385,B2_G95,75.18697088,75.721154,75.69909385,B2_G95,75.18697088,75.721154,75.69909385,B2_G95,75.5611956,75.53239035,75.41864039,B2_G95,75.5611956,75.53239035,75.41864039,B2_G95,75.5611956,75.53239035,75.41864039,B2_G95,75.5611956,75.53239035,75.41864039,B2_G95,75.5611956,75.53239035,75.41864039
B2_G63,49.4511318048642,49.5411683216436,49.6214948188417,B2_G63,50.25491671,50.02036662,49.95531205,B2_G63,50.25491671,50.02036662,49.95531205,B2_G63,50.25491671,50.02036662,49.95531205,B2_G63,50.25491671,50.02036662,49.95531205,B2_G63,50.25491671,50.02036662,49.95531205,B2_G63,49.85251793,49.86899149,49.94282609,B2_G63,49.85251793,49.86899149,49.94282609,B2_G63,49.85251793,49.86899149,49.94282609,B2_G63,49.85251793,49.86899149,49.94282609,B2_G63,49.85251793,49.86899149,49.94282609
B2_G47,37.2867196493583,37.2156495733829,36.9951180028504,B2_G47,37.44910703,37.44798843,37.21905267,B2_G47,37.44910703,37.44798843,37.21905267,B2_G47,37.44910703,37.44798843,37.21905267,B2_G47,37.44910703,37.44798843,37.21905267,B2_G47,37.44910703,37.44798843,37.21905267,B2_G47,37.30627373,37.26630268,37.16519015,B2_G47,37.30627373,37.26630268,37.16519015,B2_G47,37.30627373,37.26630268,37.16519015,B2_G47,37.30627373,37.26630268,37.16519015,B2_G47,37.30627373,37.26630268,37.16519015
B2_G31,24.2909149668674,24.4957255750619,24.4617722315236,B2_G31,24.59813048,24.88714831,24.85012255,B2_G31,24.59813048,24.88714831,24.85012255,B2_G31,24.59813048,24.88714831,24.85012255,B2_G31,24.59813048,24.88714831,24.85012255,B2_G31,24.59813048,24.88714831,24.85012255,B2_G31,24.40367247,24.5664904,24.81507451,B2_G31,24.40367247,24.5664904,24.81507451,B2_G31,24.40367247,24.5664904,24.81507451,B2_G31,24.40367247,24.5664904,24.81507451,B2_G31,24.40367247,24.5664904,24.81507451
B2_G23,18.1772748552762,18.3801834602631,18.2335488166648,B2_G23,18.48685396,18.62705886,18.60430579,B2_G23,18.48685396,18.62705886,18.60430579,B2_G23,18.48685396,18.62705886,18.60430579,B2_G23,18.48685396,18.62705886,18.60430579,B2_G23,18.48685396,18.62705886,18.60430579,B2_G23,18.19037437,18.38037951,18.39015959,B2_G23,18.19037437,18.38037951,18.39015959,B2_G23,18.19037437,18.38037951,18.39015959,B2_G23,18.19037437,18.38037951,18.39015959,B2_G23,18.19037437,18.38037951,18.39015959
B2_G15,11.9877264046156,11.9853501567798,11.8296850986164,B2_G15,12.02594168,11.95801455,11.95475856,B2_G15,12.02594168,11.95801455,11.95475856,B2_G15,12.02594168,11.95801455,11.95475856,B2_G15,12.02594168,11.95801455,11.95475856,B2_G15,12.02594168,11.95801455,11.95475856,B2_G15,12.16562093,11.8982094,11.95438337,B2_G15,12.16562093,11.8982094,11.95438337,B2_G15,12.16562093,11.8982094,11.95438337,B2_G15,12.16562093,11.8982094,11.95438337,B2_G15,12.16562093,11.8982094,11.95438337
B2_G7,5.91524801341134,5.97070689156003,5.82385529331921,B2_G7,5.865818544,5.972678191,5.932532108,B2_G7,5.865818544,5.972678191,5.932532108,B2_G7,5.865818544,5.972678191,5.932532108,B2_G7,5.865818544,5.972678191,5.932532108,B2_G7,5.865818544,5.972678191,5.932532108,B2_G7,5.853044342,5.975328919,5.900079552,B2_G7,5.853044342,5.975328919,5.900079552,B2_G7,5.853044342,5.975328919,5.900079552,B2_G7,5.853044342,5.975328919,5.900079552,B2_G7,5.853044342,5.975328919,5.900079552
B2_G4,3.11311066257248,3,3,B2_G4,3.144051529,3.062432057,3,B2_G4,3.144051529,3.062432057,3,B2_G4,3.144051529,3.062432057,3,B2_G4,3.144051529,3.062432057,3,B2_G4,3.144051529,3.062432057,3,B2_G4,3.148524099,3.063886296,3,B2_G4,3.148524099,3.063886296,3,B2_G4,3.148524099,3.063886296,3,B2_G4,3.148524099,3.063886296,3,B2_G4,3.148524099,3.063886296,3
B3_G255,189.614347835224,189.358792167923,189.45824398395,B3_G255,189.5001243,190.6675187,190.4248427,B3_G255,189.5001243,190.6675187,190.4248427,B3_G255,189.5001243,190.6675187,190.4248427,B3_G255,189.5001243,190.6675187,190.4248427,B3_G255,189.5001243,190.6675187,190.4248427,B3_G255,190.1790424,190.7098549,189.8955743,B3_G255,190.1790424,190.7098549,189.8955743,B3_G255,190.1790424,190.7098549,189.8955743,B3_G255,190.1790424,190.7098549,189.8955743,B3_G255,190.1790424,190.7098549,189.8955743
B3_G191,142.566098601502,142.669285111101,142.378070007579,B3_G191,142.8793437,142.9882791,143.1855553,B3_G191,142.8793437,142.9882791,143.1855553,B3_G191,142.8793437,142.9882791,143.1855553,B3_G191,142.8793437,142.9882791,143.1855553,B3_G191,142.8793437,142.9882791,143.1855553,B3_G191,142.6179452,143.0130251,142.738379,B3_G191,142.6179452,143.0130251,142.738379,B3_G191,142.6179452,143.0130251,142.738379,B3_G191,142.6179452,143.0130251,142.738379,B3_G191,142.6179452,143.0130251,142.738379
B3_G127,94.1598011695243,94.3370686724205,93.9598259997612,B3_G127,94.59590096,94.47196992,94.49281762,B3_G127,94.59590096,94.47196992,94.49281762,B3_G127,94.59590096,94.47196992,94.49281762,B3_G127,94.59590096,94.47196992,94.49281762,B3_G127,94.59590096,94.47196992,94.49281762,B3_G127,94.34370642,94.42903477,94.66884221,B3_G127,94.34370642,94.42903477,94.66884221,B3_G127,94.34370642,94.42903477,94.66884221,B3_G127,94.34370642,94.42903477,94.66884221,B3_G127,94.34370642,94.42903477,94.66884221
B3_G95,70.5375006448033,70.8605654907709,70.5009657617703,B3_G95,70.7713822,71.33416522,70.93628317,B3_G95,70.7713822,71.33416522,70.93628317,B3_G95,70.7713822,71.33416522,70.93628317,B3_G95,70.7713822,71.33416522,70.93628317,B3_G95,70.7713822,71.33416522,70.93628317,B3_G95,70.86694698,71.24699814,70.67222204,B3_G95,70.86694698,71.24699814,70.67222204,B3_G95,70.86694698,71.24699814,70.67222204,B3_G95,70.86694698,71.24699814,70.67222204,B3_G95,70.86694698,71.24699814,70.67222204
B3_G63,46.4501806405764,46.8251895369802,46.9157820538414,B3_G63,47.28487141,47.13694398,47.22776553,B3_G63,47.28487141,47.13694398,47.22776553,B3_G63,47.28487141,47.13694398,47.22776553,B3_G63,47.28487141,47.13694398,47.22776553,B3_G63,47.28487141,47.13694398,47.22776553,B3_G63,47.08653228,47.32184678,47.26002269,B3_G63,47.08653228,47.32184678,47.26002269,B3_G63,47.08653228,47.32184678,47.26002269,B3_G63,47.08653228,47.32184678,47.26002269,B3_G63,47.08653228,47.32184678,47.26002269
B3_G47,35.6441666614489,35.1068596666835,35.1907617457138,B3_G47,35.18996445,35.17382304,35.08292445,B3_G47,35.18996445,35.17382304,35.08292445,B3_G47,35.18996445,35.17382304,35.08292445,B3_G47,35.18996445,35.17382304,35.08292445,B3_G47,35.18996445,35.17382304,35.08292445,B3_G47,35.21310762,35.29177805,35.17117619,B3_G47,35.21310762,35.29177805,35.17117619,B3_G47,35.21310762,35.29177805,35.17117619,B3_G47,35.21310762,35.29177805,35.17117619,B3_G47,35.21310762,35.29177805,35.17117619
B3_G31,23.0796289814385,23.0064173779237,23.1049287364376,B3_G31,23.32614119,23.29340595,23.2995079,B3_G31,23.32614119,23.29340595,23.2995079,B3_G31,23.32614119,23.29340595,23.2995079,B3_G31,23.32614119,23.29340595,23.2995079,B3_G31,23.32614119,23.29340595,23.2995079,B3_G31,23.46958896,23.22129481,23.30864744,B3_G31,23.46958896,23.22129481,23.30864744,B3_G31,23.46958896,23.22129481,23.30864744,B3_G31,23.46958896,23.22129481,23.30864744,B3_G31,23.46958896,23.22129481,23.30864744
B3_G23,17.2665559147654,17.4585923242425,17.3106094100859,B3_G23,17.63933656,17.53905068,17.51761789,B3_G23,17.63933656,17.53905068,17.51761789,B3_G23,17.63933656,17.53905068,17.51761789,B3_G23,17.63933656,17.53905068,17.51761789,B3_G23,17.63933656,17.53905068,17.51761789,B3_G23,17.48857434,17.46655401,17.39939066,B3_G23,17.48857434,17.46655401,17.39939066,B3_G23,17.48857434,17.46655401,17.39939066,B3_G23,17.48857434,17.46655401,17.39939066,B3_G23,17.48857434,17.46655401,17.39939066
B3_G15,10.9886158154579,11.1568685644394,10.9176351682904,B3_G15,11.28530016,11.32019616,10.99566869,B3_G15,11.28530016,11.32019616,10.99566869,B3_G15,11.28530016,11.32019616,10.99566869,B3_G15,11.28530016,11.32019616,10.99566869,B3_G15,11.28530016,11.32019616,10.99566869,B3_G15,11.1740886,11.21929532,11.02746179,B3_G15,11.1740886,11.21929532,11.02746179,B3_G15,11.1740886,11.21929532,11.02746179,B3_G15,11.1740886,11.21929532,11.02746179,B3_G15,11.1740886,11.21929532,11.02746179
B3_G7,5.60835349551119,6.11591912106536,5.88907276996611,B3_G7,5.644046875,6.179014456,5.890168096,B3_G7,5.644046875,6.179014456,5.890168096,B3_G7,5.644046875,6.179014456,5.890168096,B3_G7,5.644046875,6.179014456,5.890168096,B3_G7,5.644046875,6.179014456,5.890168096,B3_G7,5.675703594,6.172833887,5.934808998,B3_G7,5.675703594,6.172833887,5.934808998,B3_G7,5.675703594,6.172833887,5.934808998,B3_G7,5.675703594,6.172833887,5.934808998,B3_G7,5.675703594,6.172833887,5.934808998
B3_G4,4,4.41068914842247,4.17671630764344,B3_G4,4,4.412802734,4.254706766,B3_G4,4,4.412802734,4.254706766,B3_G4,4,4.412802734,4.254706766,B3_G4,4,4.412802734,4.254706766,B3_G4,4,4.412802734,4.254706766,B3_G4,4,4.403552772,4.23836959,B3_G4,4,4.403552772,4.23836959,B3_G4,4,4.403552772,4.23836959,B3_G4,4,4.403552772,4.23836959,B3_G4,4,4.403552772,4.23836959
B4_G255,185.959438579837,186.756333931299,187.248349908359,B4_G255,186.6129943,187.9995161,187.2155865,B4_G255,186.6129943,187.9995161,187.2155865,B4_G255,186.6129943,187.9995161,187.2155865,B4_G255,186.6129943,187.9995161,187.2155865,B4_G255,186.6129943,187.9995161,187.2155865,B4_G255,187.4977692,188.179973,188.4507156,B4_G255,187.4977692,188.179973,188.4507156,B4_G255,187.4977692,188.179973,188.4507156,B4_G255,187.4977692,188.179973,188.4507156,B4_G255,187.4977692,188.179973,188.4507156
B4_G191,139.647027622464,140.856112047815,140.443116589527,B4_G191,140.9610262,141.1316176,141.1416633,B4_G191,140.9610262,141.1316176,141.1416633,B4_G191,140.9610262,141.1316176,141.1416633,B4_G191,140.9610262,141.1316176,141.1416633,B4_G191,140.9610262,141.1316176,141.1416633,B4_G191,139.8736922,140.5463712,140.834653,B4_G191,139.8736922,140.5463712,140.834653,B4_G191,139.8736922,140.5463712,140.834653,B4_G191,139.8736922,140.5463712,140.834653,B4_G191,139.8736922,140.5463712,140.834653
B4_G127,92.6566913652993,93.5956527027316,93.3051785684529,B4_G127,93.48948003,93.10291908,93.75312112,B4_G127,93.48948003,93.10291908,93.75312112,B4_G127,93.48948003,93.10291908,93.75312112,B4_G127,93.48948003,93.10291908,93.75312112,B4_G127,93.48948003,93.10291908,93.75312112,B4_G127,93.45308712,93.19653551,93.96333049,B4_G127,93.45308712,93.19653551,93.96333049,B4_G127,93.45308712,93.19653551,93.96333049,B4_G127,93.45308712,93.19653551,93.96333049,B4_G127,93.45308712,93.19653551,93.96333049
B4_G95,69.9632887620216,70.0498238260113,70.1437936879503,B4_G95,69.93584427,70.00679153,69.65854642,B4_G95,69.93584427,70.00679153,69.65854642,B4_G95,69.93584427,70.00679153,69.65854642,B4_G95,69.93584427,70.00679153,69.65854642,B4_G95,69.93584427,70.00679153,69.65854642,B4_G95,70.41195609,70.04023459,70.31114672,B4_G95,70.41195609,70.04023459,70.31114672,B4_G95,70.41195609,70.04023459,70.31114672,B4_G95,70.41195609,70.04023459,70.31114672,B4_G95,70.41195609,70.04023459,70.31114672
B4_G63,45.7382338209701,46.2935668239255,46.1012869224731,B4_G63,46.35952801,46.57235903,46.3006518,B4_G63,46.35952801,46.57235903,46.3006518,B4_G63,46.35952801,46.57235903,46.3006518,B4_G63,46.35952801,46.57235903,46.3006518,B4_G63,46.35952801,46.57235903,46.3006518,B4_G63,46.36940831,46.55996664,46.13808697,B4_G63,46.36940831,46.55996664,46.13808697,B4_G63,46.36940831,46.55996664,46.13808697,B4_G63,46.36940831,46.55996664,46.13808697,B4_G63,46.36940831,46.55996664,46.13808697
B4_G47,34.8603287308588,35.0207689470528,34.8051328123149,B4_G47,34.5902165,34.72722571,34.49298555,B4_G47,34.5902165,34.72722571,34.49298555,B4_G47,34.5902165,34.72722571,34.49298555,B4_G47,34.5902165,34.72722571,34.49298555,B4_G47,34.5902165,34.72722571,34.49298555,B4_G47,34.68312487,34.90889757,34.73661149,B4_G47,34.68312487,34.90889757,34.73661149,B4_G47,34.68312487,34.90889757,34.73661149,B4_G47,34.68312487,34.90889757,34.73661149,B4_G47,34.68312487,34.90889757,34.73661149
B4_G31,22.5590497620048,22.9478830838806,22.8270416994064,B4_G31,22.37972998,23.07907665,22.83210634,B4_G31,22.37972998,23.07907665,22.83210634,B4_G31,22.37972998,23.07907665,22.83210634,B4_G31,22.37972998,23.07907665,22.83210634,B4_G31,22.37972998,23.07907665,22.83210634,B4_G31,22.80948254,23.07369824,23.20116688,B4_G31,22.80948254,23.07369824,23.20116688,B4_G31,22.80948254,23.07369824,23.20116688,B4_G31,22.80948254,23.07369824,23.20116688,B4_G31,22.80948254,23.07369824,23.20116688
B4_G23,17.0428420133066,17.5718953410527,17.0901545840363,B4_G23,17.07058829,17.42993469,17.37903433,B4_G23,17.07058829,17.42993469,17.37903433,B4_G23,17.07058829,17.42993469,17.37903433,B4_G23,17.07058829,17.42993469,17.37903433,B4_G23,17.07058829,17.42993469,17.37903433,B4_G23,17.07574562,17.50017755,17.30171452,B4_G23,17.07574562,17.50017755,17.30171452,B4_G23,17.07574562,17.50017755,17.30171452,B4_G23,17.07574562,17.50017755,17.30171452,B4_G23,17.07574562,17.50017755,17.30171452
B4_G15,11.2175490879303,11.3979490300758,10.9476423060285,B4_G15,11.04323764,11.30109034,11.22405235,B4_G15,11.04323764,11.30109034,11.22405235,B4_G15,11.04323764,11.30109034,11.22405235,B4_G15,11.04323764,11.30109034,11.22405235,B4_G15,11.04323764,11.30109034,11.22405235,B4_G15,11.15516671,11.40643057,11.04483763,B4_G15,11.15516671,11.40643057,11.04483763,B4_G15,11.15516671,11.40643057,11.04483763,B4_G15,11.15516671,11.40643057,11.04483763,B4_G15,11.15516671,11.40643057,11.04483763
B4_G7,5.87674879887048,6.65700816993611,6.20842846253216,B4_G7,5.75606705,6.688938073,6.158205777,B4_G7,5.75606705,6.688938073,6.158205777,B4_G7,5.75606705,6.688938073,6.158205777,B4_G7,5.75606705,6.688938073,6.158205777,B4_G7,5.75606705,6.688938073,6.158205777,B4_G7,5.839663379,6.80033657,6.193533706,B4_G7,5.839663379,6.80033657,6.193533706,B4_G7,5.839663379,6.80033657,6.193533706,B4_G7,5.839663379,6.80033657,6.193533706,B4_G7,5.839663379,6.80033657,6.193533706
B4_G5,4,4,4,B4_G5,4,4,4,B4_G5,4,4,4,B4_G5,4,4,4,B4_G5,4,4,4,B4_G5,4,4,4,B4_G5,4,4,4,B4_G5,4,4,4,B4_G5,4,4,4,B4_G5,4,4,4,B4_G5,4,4,4
B5_G255,214.017093647762,215.773698383897,213.648999178226,B5_G255,214.8975797,218.7133685,214.5428118,B5_G255,214.8975797,218.7133685,214.5428118,B5_G255,214.8975797,218.7133685,214.5428118,B5_G255,214.8975797,218.7133685,214.5428118,B5_G255,214.8975797,218.7133685,214.5428118,B5_G255,213.8566306,218.0031053,212.2387728,B5_G255,213.8566306,218.0031053,212.2387728,B5_G255,213.8566306,218.0031053,212.2387728,B5_G255,213.8566306,218.0031053,212.2387728,B5_G255,213.8566306,218.0031053,212.2387728
B5_G191,161.727381168169,162.657883292244,160.819212453569,B5_G191,161.1269827,164.1597678,160.7152347,B5_G191,161.1269827,164.1597678,160.7152347,B5_G191,161.1269827,164.1597678,160.7152347,B5_G191,161.1269827,164.1597678,160.7152347,B5_G191,161.1269827,164.1597678,160.7152347,B5_G191,161.2107687,164.589399,159.8702452,B5_G191,161.2107687,164.589399,159.8702452,B5_G191,161.2107687,164.589399,159.8702452,B5_G191,161.2107687,164.589399,159.8702452,B5_G191,161.2107687,164.589399,159.8702452
B5_G127,107.943176534115,109.07654575819,107.213401957259,B5_G127,106.909998,109.7015448,107.0402692,B5_G127,106.909998,109.7015448,107.0402692,B5_G127,106.909998,109.7015448,107.0402692,B5_G127,106.909998,109.7015448,107.0402692,B5_G127,106.909998,109.7015448,107.0402692,B5_G127,106.8075218,109.4662723,106.75054,B5_G127,106.8075218,109.4662723,106.75054,B5_G127,106.8075218,109.4662723,106.75054,B5_G127,106.8075218,109.4662723,106.75054,B5_G127,106.8075218,109.4662723,106.75054
